,Unnamed: 0,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,source,subgroup
11,11,38066516,2023 Dec 8,2023 Dec 8,BMC Surg,"['Ma W', 'Yang Y', 'Ha X']",Ha X,Two-stage ligament reconstruction with remnant preservation as treatment of knee dislocation.,23,1,371,['English'],100968567,,1471-2482,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['38066516', 'PMC10704695', 'pmc-id: PMC10704695;', '10.1186/s12893-023-02271-5', '10.1186/s12893-023-02271-5']",10.1186/s12893-023-02271-5,"['2023/02/15 00:00', '2023/11/19 00:00', '2023/12/17 09:45', '2023/12/09 10:45', '2023/12/09 00:05', '2023/12/08 00:00']",[],1,30,BMC surgery,doi: 10.1186/s12893-023-02271-5,2023 Dec 8;23(1):371,pubmed,ht
12,12,37499157,2023 Oct,,Altern Ther Health Med,"['Lan X', 'Huang J', 'Tian F', 'Wang S', 'Liu C', 'Wang J']",Wang J,Application of 3D-Printed Personalized Guide for Lateral Femoral Positioning in Anterior Cruciate Ligament Reconstruction of the Knee.,29,7,360-364,['English'],9502013,1078-6791,,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish,"['37499157', 'AT877']",,"['2023/10/23 12:44', '2023/07/27 19:10', '2023/07/27 15:43']",[],1,0,Alternative therapies in health and medicine,,2023 Oct;29(7):360-364,pubmed,ht
13,13,37270112,2024 Feb,2023 Jun 1,Arthroscopy,"['Rezansoff A', 'Firth AD', 'Bryant DM', 'Litchfield R', 'McCormack RG', 'Heard M', 'MacDonald PB', 'Spalding T', 'Verdonk PCM', 'Peterson D', 'Bardana D', 'STABILITY Study Group', 'Getgood AMJ']",Getgood AMJ,Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate.,40,2,384-396.e1,['English'],8506498,0749-8063,1526-3231,"['Randomized Controlled Trial', 'Multicenter Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['37270112', '10.1016/j.arthro.2023.05.019', 'S0749-8063(23)00422-X']",10.1016/j.arthro.2023.05.019,"['2022/10/13 00:00', '2023/03/02 00:00', '2023/05/17 00:00', '2024/02/02 06:43', '2023/06/04 01:08', '2023/06/03 19:26']",['Arthroscopy. 2024 Feb;40(2):397-399. doi: 10.1016/j.arthro.2023.06.057. PMID: 38296443'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2023.05.019,2024 Feb;40(2):384-396.e1,pubmed,ht
14,14,36988698,2023 Oct,2023 Mar 29,Eur J Orthop Surg Traumatol,"['Mousavi SH', 'Radi M', 'Kazemi D', 'Izadpanah F', 'Shahrouzian A']",Shahrouzian A,Evaluation the results of anterior cruciate ligament reconstruction with or without using antibiotic solution during graft preparation.,33,7,3033-3036,['English'],9518037,1633-8065,1432-1068,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['36988698', '10.1007/s00590-023-03522-0', '10.1007/s00590-023-03522-0']",10.1007/s00590-023-03522-0,"['2023/01/06 00:00', '2023/03/06 00:00', '2023/09/18 12:42', '2023/03/30 06:00', '2023/03/29 11:15']",[],1,0,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,doi: 10.1007/s00590-023-03522-0,2023 Oct;33(7):3033-3036,pubmed,ht
15,15,36856280,2023 Mar,,Am J Sports Med,"['Kuliński K', 'Waśko MK', 'Tramś E', 'Malesa K', 'Pomianowski S', 'Kamiński R']",Kamiński R,"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study.",51,3,615-626,['English'],7609541,0363-5465,1552-3365,"['Randomized Controlled Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['36856280', '10.1177/03635465221149738']",10.1177/03635465221149738,"['2023/03/01 08:24', '2023/03/02 06:00', '2023/03/03 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465221149738,2023 Mar;51(3):615-626,pubmed,ht
16,16,36750662,2023 Feb 7,2023 Feb 7,Sci Rep,"['Saki F', 'Shafiee H', 'Tahayori B', 'Ramezani F']",Ramezani F,The effects of core stabilization exercises on the neuromuscular function of athletes with ACL reconstruction.,13,1,2202,['English'],101563288,,2045-2322,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['36750662', 'PMC9905573', 'pmc-id: PMC9905573;', '10.1038/s41598-023-29126-6', '10.1038/s41598-023-29126-6']",10.1038/s41598-023-29126-6,"['2022/07/12 00:00', '2023/01/31 00:00', '2023/02/07 23:50', '2023/02/08 06:00', '2023/02/10 06:00', '2023/02/07 00:00']",[],1,54,Scientific reports,doi: 10.1038/s41598-023-29126-6,2023 Feb 7;13(1):2202,pubmed,ht
17,17,36646169,2023 Aug,2023 Jan 14,J ISAKOS,"['Heard M', 'Marmura H', 'Bryant D', 'Litchfield R', 'McCormack R', 'MacDonald P', 'Spalding T', 'Verdonk P', 'Peterson D', 'Bardana D', 'Rezansoff A', 'STABILITY Study Group', 'Getgood A']",Getgood A,No increase in adverse events with lateral extra-articular tenodesis augmentation of anterior cruciate ligament reconstruction - Results from the stability randomized trial.,8,4,246-254,['English'],101680867,2059-7754,2059-7762,"['Randomized Controlled Trial', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['36646169', '10.1016/j.jisako.2022.12.001', 'S2059-7754(22)00114-6']",10.1016/j.jisako.2022.12.001,"['2022/08/10 00:00', '2022/12/02 00:00', '2022/12/08 00:00', '2023/08/22 06:42', '2023/01/17 06:00', '2023/01/16 19:23']",['J ISAKOS. 2023 Dec;8(6):513. doi: 10.1016/j.jisako.2023.09.006. PMID: 37845163'],1,0,Journal of ISAKOS : joint disorders & orthopaedic sports medicine,doi: 10.1016/j.jisako.2022.12.001,2023 Aug;8(4):246-254,pubmed,ht
18,18,36463165,2022 Dec 3,2022 Dec 3,BMC Musculoskelet Disord,"['Xu C', 'Liu T', 'Wang M', 'Liu C', 'Li B', 'Lian Q', 'Chen T', 'Chen F', 'Qiao S', 'Wang Z']",Wang Z,Comparison of proprioception recovery following anterior cruciate ligament reconstruction using an artificial graft versus an autograft.,23,1,1056,['English'],100968565,,1471-2474,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,epublish,"['36463165', 'PMC9719127', 'pmc-id: PMC9719127;', '10.1186/s12891-022-06019-9', '10.1186/s12891-022-06019-9']",10.1186/s12891-022-06019-9,"['2022/05/06 00:00', '2022/11/23 00:00', '2022/12/03 23:18', '2022/12/04 06:00', '2022/12/07 06:00', '2022/12/03 00:00']",[],1,39,BMC musculoskeletal disorders,doi: 10.1186/s12891-022-06019-9,2022 Dec 3;23(1):1056,pubmed,ht
19,19,36055668,2022,,Acta Chir Orthop Traumatol Cech,"['Kasl J', 'Zeman P', 'Pavelka T', 'Cibulková J', 'Pilný J', 'Matějka J']",Matějka J,[Clinical Outcomes of the Application of Platelet-Rich Fibrin during Anatomic Anterior Cruciate Ligament Reconstruction: Results of Prospective Randomised Study].,89,4,279-285,['Czech'],0407123,0001-5415,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['36055668'],,"['2022/09/02 20:02', '2022/09/03 06:00', '2022/09/08 06:00']",[],1,0,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,,2022;89(4):279-285,pubmed,ht
20,20,36005281,2022 Oct,2022 Aug 25,Am J Sports Med,"['Glasbrenner J', 'Raschke MJ', 'Kittl C', 'Herbst E', 'Peez C', 'Briese T', 'Michel PA', 'Herbort M', 'Kösters C', 'Schliemann B']",Schliemann B,Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial.,50,12,3256-3264,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['36005281', 'PMC9527444', 'pmc-id: PMC9527444;', '10.1177/03635465221117777']",10.1177/03635465221117777,"['2022/08/26 06:00', '2022/10/04 06:00', '2022/08/25 07:52', '2022/10/03 00:00']","['Am J Sports Med. 2023 Mar;51(3):NP11-NP12. doi: 10.1177/03635465221144033. PMID: 36856283', 'Am J Sports Med. 2023 Mar;51(3):NP12-NP14. doi: 10.1177/03635465221144035. PMID: 36856284']",1,48,The American journal of sports medicine,doi: 10.1177/03635465221117777,2022 Oct;50(12):3256-3264,pubmed,ht
21,21,35811663,2022,2022 Jul 1,Dis Markers,"['Jin T', 'Li Y', 'Yang G', 'Liao X', 'Wang G', 'Wang F']",Wang F,Comparison of Rapid Rehabilitation after Anterior Cruciate Ligament Reconstruction with Tensioning Technique and Traditional Rehabilitation.,2022,,6779207,['English'],8604127,0278-0240,1875-8630,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,,"['35811663', 'PMC9270112', 'pmc-id: PMC9270112;', '10.1155/2022/6779207']",10.1155/2022/6779207,"['2022/04/14 00:00', '2022/05/30 00:00', '2022/07/11 03:36', '2022/07/12 06:00', '2022/07/14 06:00', '2022/07/01 00:00']",[],1,25,Disease markers,doi: 10.1155/2022/6779207,2022;2022:6779207,pubmed,ht
22,22,35773666,2022 Jun 30,2022 Jun 30,BMC Surg,"['Metso L', 'Bister V', 'Sandelin J', 'Harilainen A']",Harilainen A,"A prospective comparison of 3 hamstring ACL fixation devices-rigidfix, bioscrew, and intrafix-randomized into 4 groups with a minimum follow-up of 5 years.",22,1,254,['English'],100968567,,1471-2482,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['35773666', 'PMC9248119', 'pmc-id: PMC9248119;', '10.1186/s12893-022-01685-x', '10.1186/s12893-022-01685-x']",10.1186/s12893-022-01685-x,"['2021/11/25 00:00', '2022/06/10 00:00', '2022/06/30 23:45', '2022/07/01 06:00', '2022/07/06 06:00', '2022/06/30 00:00']",[],1,20,BMC surgery,doi: 10.1186/s12893-022-01685-x,2022 Jun 30;22(1):254,pubmed,ht
23,23,35507037,2022 Nov,2022 May 4,Knee Surg Sports Traumatol Arthrosc,"['Beaudoin A', 'Ogborn D', 'McRae S', 'Larose G', 'Brown H', 'McCormack R', 'MacDonald P']",MacDonald P,No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction.,30,11,3718-3725,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['35507037', '10.1007/s00167-022-06980-x', '10.1007/s00167-022-06980-x']",10.1007/s00167-022-06980-x,"['2021/08/30 00:00', '2022/04/01 00:00', '2022/05/05 06:00', '2022/10/19 06:00', '2022/05/04 11:13']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-022-06980-x,2022 Nov;30(11):3718-3725,pubmed,ht
24,24,35250338,2022 Mar,2022 Feb 15,J Sports Sci Med,"['Labanca L', 'Rocchi JE', 'Giannini S', 'Faloni ER', 'Montanari G', 'Mariani PP', 'Macaluso A']",Macaluso A,Early Superimposed NMES Training is Effective to Improve Strength and Function Following ACL Reconstruction with Hamstring Graft regardless of Tendon Regeneration.,21,1,91-103,['English'],101174629,,1303-2968,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,,"['35250338', 'PMC8851110', 'pmc-id: PMC8851110;', '10.52082/jssm.2022.91']",10.52082/jssm.2022.91,"['2021/11/25 00:00', '2021/12/28 00:00', '2022/03/07 06:01', '2022/03/08 06:00', '2022/04/30 06:00', '2022/02/15 00:00']",[],1,47,Journal of sports science & medicine,doi: 10.52082/jssm.2022.91,2022 Mar;21(1):91-103,pubmed,ht
25,25,35114581,2022 Mar,2022 Jan 20,J Biomech,"['Zandiyeh P', 'Parola LR', 'Fleming BC', 'Beveridge JE']",Beveridge JE,Wavelet analysis reveals differential lower limb muscle activity patterns long after anterior cruciate ligament reconstruction.,133,,110957,['English'],0157375,0021-9290,1873-2380,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['35114581', 'NIHMS1775927', 'PMC8893161', 'pmc-id: PMC8893161;manuscript-id: NIHMS1775927;', '10.1016/j.jbiomech.2022.110957', 'S0021-9290(22)00016-1']",10.1016/j.jbiomech.2022.110957,"['2021/06/22 00:00', '2022/01/05 00:00', '2022/01/06 00:00', '2022/02/04 06:00', '2022/03/19 06:00', '2022/02/03 20:17', '2023/03/01 00:00']",[],1,49,Journal of biomechanics,doi: 10.1016/j.jbiomech.2022.110957,2022 Mar;133:110957,pubmed,ht
26,26,35075087,2022 Jan 19,2022 Jan 19,Acta Biomed,"['Labianca L', 'Andreozzi V', 'Princi G', 'Princi AA', 'Calderaro C', 'Guzzini M', 'Ferretti A']",Ferretti A,"The effectiveness of Kinesio Taping in improving pain and edema during early rehabilitation after Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized, Control Study.",92,6,e2021336,['English'],101295064,0392-4203,2531-6745,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['35075087', 'PMC8823551', 'pmc-id: PMC8823551;', '10.23750/abm.v92i6.10875']",10.23750/abm.v92i6.10875,"['2020/10/29 00:00', '2021/01/30 00:00', '2022/01/25 05:48', '2022/01/26 06:00', '2022/01/28 06:00', '2021/01/01 00:00']",[],1,26,Acta bio-medica : Atenei Parmensis,doi: 10.23750/abm.v92i6.10875,2022 Jan 19;92(6):e2021336,pubmed,ht
27,27,33945339,2021 Jun,2021 May 4,Am J Sports Med,"['Marmura H', 'Getgood AMJ', 'Spindler KP', 'Kattan MW', 'Briskin I', 'Bryant DM']",Bryant DM,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction.,49,7,1777-1785,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['33945339', '10.1177/03635465211010798']",10.1177/03635465211010798,"['2021/05/05 06:00', '2021/06/29 06:00', '2021/05/04 17:15']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465211010798,2021 Jun;49(7):1777-1785,pubmed,ht
28,28,33742222,2022 Feb,2021 Mar 19,Arch Orthop Trauma Surg,"['Horstmann H', 'Petri M', 'Tegtbur U', 'Felmet G', 'Krettek C', 'Jagodzinski M']",Jagodzinski M,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial.",142,2,281-289,['English'],9011043,0936-8051,1434-3916,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['33742222', 'PMC8783919', 'pmc-id: PMC8783919;', '10.1007/s00402-021-03862-8', '10.1007/s00402-021-03862-8']",10.1007/s00402-021-03862-8,"['2020/11/01 00:00', '2021/03/08 00:00', '2021/03/21 06:00', '2022/01/27 06:00', '2021/03/20 06:43', '2021/03/19 00:00']",[],1,42,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-021-03862-8,2022 Feb;142(2):281-289,pubmed,ht
29,29,33604735,2021 Aug,2021 Feb 18,Knee Surg Sports Traumatol Arthrosc,"['von Essen C', 'Hallgren A', 'Barenius B', 'Eriksson K']",Eriksson K,Utilizing a contralateral hamstring autograft facilitates earlier isokinetic and isometric strength recovery after anterior cruciate ligament reconstruction: a randomised controlled trial.,29,8,2684-2694,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['33604735', 'PMC8298236', 'pmc-id: PMC8298236;', '10.1007/s00167-021-06491-1', '10.1007/s00167-021-06491-1']",10.1007/s00167-021-06491-1,"['2020/11/24 00:00', '2021/02/03 00:00', '2021/02/20 06:00', '2021/08/20 06:00', '2021/02/19 06:10', '2021/02/18 00:00']",[],1,34,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-021-06491-1,2021 Aug;29(8):2684-2694,pubmed,ht
30,30,33555943,2021 Mar,2021 Feb 8,Am J Sports Med,"['Milandri G', 'Sivarasu S']",Sivarasu S,A Randomized Controlled Trial of Eccentric Versus Concentric Cycling for Anterior Cruciate Ligament Reconstruction Rehabilitation.,49,3,626-636,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['33555943', '10.1177/0363546520987566']",10.1177/0363546520987566,"['2021/02/09 06:00', '2021/04/28 06:00', '2021/02/08 17:10']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520987566,2021 Mar;49(3):626-636,pubmed,ht
31,31,33128587,2021 Sep,2020 Oct 31,Knee Surg Sports Traumatol Arthrosc,"['Cristiani R', 'Mikkelsen C', 'Wange P', 'Olsson D', 'Stålman A', 'Engström B']",Engström B,Autograft type affects muscle strength and hop performance after ACL reconstruction. A randomised controlled trial comparing patellar tendon and hamstring tendon autografts with standard or accelerated rehabilitation.,29,9,3025-3036,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['33128587', 'PMC8384829', 'pmc-id: PMC8384829;', '10.1007/s00167-020-06334-5', '10.1007/s00167-020-06334-5']",10.1007/s00167-020-06334-5,"['2020/06/24 00:00', '2020/10/13 00:00', '2020/11/01 06:00', '2021/08/27 06:00', '2020/10/31 17:07', '2020/10/31 00:00']",[],1,33,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-020-06334-5,2021 Sep;29(9):3025-3036,pubmed,ht
32,32,32909826,2020 Oct,2020 Sep 10,Am J Sports Med,"['Zhang Y', 'Liu S', 'Chen Q', 'Hu Y', 'Sun Y', 'Chen J']",Chen J,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation.,48,12,2970-2977,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32909826', '10.1177/0363546520951507']",10.1177/0363546520951507,"['2020/09/11 06:00', '2021/01/15 06:00', '2020/09/10 12:20']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546520951507,2020 Oct;48(12):2970-2977,pubmed,ht
33,33,32828934,2021 Feb,2020 Aug 21,Arthroscopy,"['Krishna L', 'Chan CX', 'Lokaiah L', 'Chinnasamy D', 'Goyal S', 'Wang M', 'Singh A']",Singh A,Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstruction-A Prospective Randomized Controlled Study.,37,2,579-585,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['32828934', '10.1016/j.arthro.2020.08.012', 'S0749-8063(20)30690-3']",10.1016/j.arthro.2020.08.012,"['2020/03/26 00:00', '2020/06/14 00:00', '2020/08/17 00:00', '2020/08/24 06:00', '2021/06/05 06:00', '2020/08/24 06:00']",['Arthroscopy. 2021 Feb;37(2):586-587. doi: 10.1016/j.arthro.2020.10.010. PMID: 33546796'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2020.08.012,2021 Feb;37(2):579-585,pubmed,ht
